Sentiment,Tweet
4,Good morning everyone. Late start because this cold weather wasn't doing it 4 me but the good lord got me up and started me on my way. 
4,Hastings! Finally buying The Reader 
4,"@iamafreak   good morning, pretty lady "
4,@flatterdfirefly It was a exciting weekend for us all! I am sure your's was exciting as well? 
4,Heart To Heart Mom To Mom Open Talk Mom  http://bit.ly/kn3Mp
0,@Stuckinmy20s aww Beyy no fair  ... havN a Cypha wit spanish Mamas.. smac sme ass for Me! :-*'s
0,@rockstardriver oh it wasn't me that taught u then 
4,"@Moriba_TheKing good 4 u ;) nothing wrong with staying home , keeps u out of trouble "
0,I think it's ridiculous to bring a toddler to the movie theaters at 11 PM..what do they do?  They cry all night..not cool... 
4,@SeviDesigns Let me know how the Wii Active is.  I am thinking about getting that for me too.  
0,@lizzieboo77 Missed you horribly at Beckett's drinks..all work and no play still? 
0,@DHughesy I'm in on the stockmarket club. Wish I had of gone short on it. DOH 
0,Couldn't find mr bean  and theres nothing good on TV - bad times!
4,Watching Eagle Eye 
4,had such a lovely weekend 
4,Running errands with Derek. Bought some herbs and veg plants for our communal garden. Let's see if we can keep em alive 
0,Watching casualty. No ones txting me back  LOL
0,@mrSimon Yeah - sadly we wanted the living room to match... 
0,#makesnosense Grown men who don't know the definition of foreplay...that hurts. 
4,Closet recording. Makes me happy cause I built this 
4,"@erNIN I know Trent's got nothing on me, "
4,@pongdpanda ayos! good to hear pare! see you around here in ortigas again! 
0,@urchincreature why is he a Forgotten Australian? 
4,@THE_REAL_SHAQ http://twitpic.com/3n1l2 - cute 
0,"Great, I've ruined dinner. "
4,I'm drinking green tea.and its really yummy. 
0,ate to much 
0,@HollyHopper i ran out of tequila 
0,@darrenhayes I want to see it but my boyfriend hates horrors  It has an 8.1 rating on IMDb and is directed by Sam Raimi of Evil Dead fame.
4,@yummygoods pictures please 
4,@emzzz321 So? You said to me &quot;Youtube is my home.&quot; Saaaaaaaahhhdd.... 
4,going to Thailand in July! 
0,Couple from Texas on Air France plane that is missing. 2 of the 228 on board. 
0,"Laterz tweeples.  Bedtime for this diva.  Chat to y'all tomorrow!! Pai, hope your trip back to S.A is safe &amp; comfy.  Miss you already "
4,Thanks to my new followers! 
0,Why am i awake at this stupidly early hour? 
0,is disappointed Danny wasn't in the final two on American Idol.  
0,my foot is exploding 
4,@InfiniteNova thanks nova  the problem with it is there was a lot of personal stuff and their treating it like a joke so ya....
4,@BoringBoo Sure thing!  
0,@acityofwonder Unfortunately they removed Torsten and Clemens from those windows. 
4,Long day at work...blah...chilling out with some music. 
0,Just Woken Up And Ive Pulled A Muscle In My Neck 
4,Ok so I've decided. For my new home definitely CARPET!!! it's perfect for winter coz it's warm and soft   http://tr.im/nGfc
0,When are you going shopping? 
4,@JenTorres85 Hahaha... nevermind I just called you! 
4,@llordllama still got my tufty club badge somewhere along with tinga and tucker club 
4,@filjedi hahaha. will be there to be with the Project Vector team (hopefully) at the Java.net pod.  Definitely meeting the #zembly folks!
0,@ko0ty or was it autofocus. Something like that lolz. But no qwerty like the bb. Only touchscreen qwerty still  The Bold is nice. it's hot
4,"all party-ed out  still this side of sick, but am now a HIGH SCHOOL GRADUATE"
4,Singing w my baby @thepianojeanius. He makes beautiful musique. 
4,@bargainbriana Happy Mother's Day to you too! 
4,@fajarjasmin Thank you for replying and you are welcome. The same hope here!  Wish you &amp; your family a great Thursday evening!
0,is not feeling great today 
4,is soo happy his car is fixed! The anti-theft tripped itself so the engine wouldn't start. Cheap fix and it means no one can steal my car 
0,Ahhhhhhhhhhhhhh!!! Grey's season finale = 
0,OH AND ACTUALLY mods are deleting my other posts.. they're just disappearing 
0,arghh confuse nih with TWITTER. what is following and followers mean by? 
4,"Need to send emails to 100,000  contacts? Check out EmailUnlimited on http://www.4officeautomation.com "
4,Sigh. Can't wait for the girl god has for me.   i love weddings.
4,@crystalkeen i might love you   I will a bit later! kiddos dragging me out to swing.
4,Is this philosophical Monday? 
4,well today is the last day of school before exams.  the last full day of school   
4,"right now, I think I'm the most happiest I've been in a long time. I just love life right now. "
0,"@InocencioJubee slr, shoot i can`t, can`t access the internet using my pc. Shoot, my life sucks. :/ i hate, hate fckng mobile web, lame. "
4,"All the things she said, all the things she said... running trough my head... running trough my head...(8) T.A.T.U. "
0,My eefing charger is missing! AGAIN! I don't feel like going to school!   Storm please don't go away!
4,@officialTila Hi sweetheart!  Been waiting for ya. hehehe Not really.  I'm ok tonight! But I've been thinking about you tho!  I've
0,is wondering if things are gona get any better? 
4,Every end is a new beginning! 
0,home ill 2day 
0,"does laying down make athsma worse or something?? it might have been twilight, but now i can't breath "
0,"omg, iChat'ing is sooo fun! too bad i only have 2 jabber friends  any other mac users out there?"
4,@madinalake  Yes will vote but im still waiting 4 my starbucks lol 
0,Pleaseeeeee!!! stop raining!!!  #BSB
4,Me and simon are dating now 
4,"Back to work today after having a lovely relaxing weekend. Hoping to be productive tonight, cook some food, go to gym then create.... "
4,"Gotta say, after years of being a PC die hard, I'm loving working on a MacBook Pro "
0,June 9- first day of school... [hope they'll move it on June 16 ..  ]
4,@jorpruitt why watch it? we should be in it! 
0,"@TaylorBlack what, I was thinking the same thing "
0,"I wish our time zone was the same as america, I want to see fly with me video.  Cant see it till the morning"
0,can't wait to tumblr! it is addicting. JOIN NOW!  off to mass! asdgklfl the rain  i think we'll be late and we have to sit outside. 
0,i didn't bring enough dressing for my salad today.. now i am sad. 
4,"@lufdxb Ha Ha Ha,,, one day this addiction will create problems to all Twitterers.. Safe Drive "
0,my lips are all fucked up  @sweetbullshit baby wers the vaseline? is that a stupid question? should i ask martin lol
0,"i miss skype-ing with the two bimbos and syaf  soon, yes?"
4,@emilyemond hmm.. i wonder how mario is doing. aww poor guy. i love love love him! he's fearless 
0,@audball_xo YEAH. I wish she could read this though. 
0,@weselpower sounds familiar 
4,@rossmills LOL yes  know a few people with it now
0,Last minute beer run. Tryin to get use to the staying home on a saturday night thing  don't think I can do it
0,Ugh... I hate studying for exams it's so boring it makes me sad 
4,@bloodlustsprite it took me a minute.  Then I thought it was damned clever for a 13 year old   Even if he heard it somewhere.
4,"Sleeping is a tempoary death,Death is a permanent sleep so every D is ur birthday because u r born after a tempoary death "
0,@KarlaWraight one big bar of choc for you.not up to much.just feeling really hot.work tomorrow  you up to much?
0,My internet's being lame 
4,@r_city tell brandon I said hi!!  
4,Gonna go see UP with the fam!  
4,@blopez426 your mommy is funny  lol
4,"@rkartha Well, if that data plan helps "
0,so up set that I just broke a nail.. UgH!!!! 
4,@mitchenglish  It was fun! 
4,@kimmzi that has to be the best response of all the ones I day 
0,Does anyone have the website for the prom photos? I left my card in dad's car 
0,@bam_itsliz I know right?! Well I guess some do cause they do reply if they see it but okay  I guess I understand with you not hating  ...
0,OMG how i miss GG on modays   i am sooo bored and it just doesnt stop raining
4,off to campus.. see you around in 1 hour.. or more 
4,"@Janetrigs LOL. I had to post those. Pure Janet.  Btw, @mylifeontwi U can see more lovely photos if u befriend me on FB ;-) heeheehee."
4,June 22-Secret Life new season! can't waittttt! 
4,i need a shower.  i feel so dirty  (www.LaughNYC.com)
4,@invisagal voice clips arent creepy. unless they are my lovely voice.  I think me and you are too brave.
4,@EMILIOOOOOO you know how we do son... 
4,is sore and ready for bed. Church in the morning. 
0,@tranquilized09 i didnï¿½t even get an answer if he will be in germany........  hahaha.
4,"@greatfitness Thanks, Daniel "
4,I think taking my daughter to Ontario Place will be on the agenda. Perhaps an outdoor viewing of Wall-E for the evening as well 
0,my laptop is dead with my report in it 
0,Why am I awake 
4,with celeste 
4,@sontek haha already have a full house with my parents in town  end of June?
0,"Also: This is the last year of Midnight Mass, this makes me sad. "
4,hello ppl i was a bit sad but today we got a package with our friends 
0,I  WANT TO SEE LAND OF THE LOST BUT @iamkelis SAID IT IS BEST TO WATCH IT HIGH....I DONT SMOKE THO 
4,@juliap727 Like what? Do tell... I'm out &amp; sober (zero tolerance). I could use a good story. 
4,going to go eat breakfast. 
0,Just cleaning my room  BOORING 
0,heaad of to rehearsals w/ edsel then going home. 
4,@pauloteixeira go to the flex lib code project. the SuerTabNavigator is a much better control 
4,Hanging out @ home. Then besito for dinner 
4,@iamraphael to bad yo dint cast to late times like 4am 
0,@mandapants3 no I have 2 parties to go to  I wish I could . moni invited u 2 her house on the 4th so I was just checkin.
4,wanting to go back to sleep. I'll try agin. 
0,getting Confed Cup Tickets is soooooo hard and it's in my own damn country...what shizzle is this? psheeeesh! 
4,@squirrelpope I'm making my time via a beer 
0,@pikestaff ...I like the white one. 
4,@akaishayes Hope that you're having fun with your sister &amp; that she's feeling better 
4,@jizzade You coming over today?  Call me later today.
0,@yelyahwilliams I'm so stoked for you guys to come to Calgary! Sad I can't go though 
0,damn i wish i thought of something gay like this.. i culd have been a millionaire. 
0,@RachhhTGP meeee??? what about youuuu?  I misss youuuuu
0,My INternet was gone for 5 hours &amp; now it's barely working  - Mein Internet war fuer 5 Stunden weg unnu funz... http://plurk.com/p/x94h4
0,I miss Passions...  &lt;3 Ami
4,It's nice to know that certain people do actually care... They're always there when I need them. 
0,Aww c'mon Twitter! Lift your game! http://status.twitter.com says you fixed it and site is back - but still no API joy 
4,@mattpro13 HAAAY  whatsup
0,I wanna be home right about now.... Not at this desk! @officialEPAUL i think it's your job to savvvvve me 
0,i'm so worried about this stupid party tonight. 
0,"BLARGH! First they move it out of New York City, then they turn Max into an old man, now they're changing his voice?  http://bit.ly/pxzep"
4,http://twitpic.com/6och8 - always make my bed before i leave for vacation! 
0,I think it sucks that some peepz press the remove as follower button 
0,Life is hell when you are doing the junior cert...!! you serisly cant leave your house!! 
4,Look this  http://bit.ly/xX70I
0,nothing much 
0,"...scratch that! 1 boy is moody.  Just me and Josh hanging out tonight!    Heading out for burgers, fries, and a donut...&amp; maybe the mall?"
4,I will force my brain to have nice dreams today. Goodnight twitter. 
4,"can't wait til tomorrow, drives at 1:30-3:30 ;; then going to the game "
4,"For real this time. &quot;...Focker, Out.&quot;-Ben Stiller "
4,"@marinaorpinelli You can be sure of that gal  and re' nervousness, make sure you pray before speaking &amp; also pour out your heart into it."
0,@Sonisphere So it's not a small indication that they're playing the UK one if you put the 'new album in 2010' article there? 
4,Pat Travers record bowl expired.. so now it's back in my etsy shop!    http://bit.ly/lO6TX
0,Car failed warrent. 
4,@JRCohen Crap-2-dos? ha ha That is a good one.  Hang in there.
4,"is exited to wake up at 8am to cleanout the car, pack a picnic and spend all day with my lovely boyfriend on his birthday "
4,@RubyRose1 pretty sure thats a solid strategy on it's own  i hope you feel better soon
4,Boyfriend finally comes home tonight... yessssssssa! 12 hour work day will be nothin when i have that to look forward to 
0,SOOOO sunburnt from going out on the boat alll day! 
4,@RawHealer Thank you so much! I hope you wkend is beautiful as well!  Today is shaping it up to be wonderful as well! 
4,@Effing_ Thanks! I'll watch for it! 
4,"I have spent the morning reading, and now off to see star trek at the cinema. "
0,@parkerewan theres video of me singing at cafe du monde w/ that trumpet guy with jamie. 
0,@mileycyrus what happened to make you  ?
4,@LiveArtliFe  I don't know about happy...LOL...I'm spending my morning catching up the Shoppe's books...grrrrrrr! 
0,"oks, eu vour dormir, jï¿½ atï¿½ acabou Altas Horas  night everyone, have sweet dreams ;*"
0,"@RebekahCheng oh man, are you okay?! any injuries? "
4,It's 1.30pm and I have just woken up. Ah the fun of staying for #LeMans 
0,@meganfvaughan This is very true  He wasn't used nearly enough last season. And I haven't come across a player as adored at OT since OGS.
4,@Nashenas how come you're never online anymore! 
4,"Haha woahhhh, i remember when i use to love lil jon! "
4,@she_writes yum!! noodles sound sooooooo goood!!! 
0,"@glittermouse @glittermichael The Mousy Militia Micespace is LIVE! Check it out and add us, I think Tom is lonely   http://bit.ly/16T4n3"
4,@krystynchong have that app 
4,And chace crawford 
0,The wegmens' ballpark is still new. But there's nothing interesting.  citifield and Yankee stadium are much better.
0, i hate this family. Save me!
0,I'm about to go to sleep 
4,ps - my parents just told me they think it'd be better for me if i dorm at csuf! hahahaha haaail yeeeeeeeeeea!!! 
4,hii nessie and emm  you oks?
4,@marcelbooth it got a bit mum...general...mum...general...mum...general but the end was good. was on the edge of my seat for a twist tho 
4,@bwferris Let me know if you need beta testers ! 
0,Oy I don't know if I like the dentist anymore 
0,It's almost 7 and I haven't eaten anything yet 
4,"@typicalhigh Yay me!  But, what in particular? "
0,@stagepresence1 Omg your tweeting from you new phone. I'm so jealous.  Lol.
4,"@MizSocialite  Lol, If you only knew what I was talking bout. this device ain't coming to the stores til fall. I have it "
0,workin my life away... wahwah 
4,Been curled up in a big blanket all day watching movies and eating soup.  Come join me
0,@Asfaq why not bandra?  mid enough for both sides na?
0,working working and working 
0,Is thinking that I might be getting a cold 
0,The iPhone is taking over the world. It's gonna be like terminator and take over us. 
4,@speedyb weelll its all in the name of computing research...ooh thunder and lightning 
4,@jbppvfc partay on saturday! woot woot!  
4,Is at Hurricane Harbor all day for the Cardboard Boat Regatta! 
4,"@PaulDuxbury I don't get all these constant &quot;quotes&quot; - make it relevant, reflect it, comment on it, don't stream other folks wisdom R-T "
4,#Dubai how many Twitter users in Media City? Lets count. (usage: #dmctweetcount: number)  #dmctweetcount: 1 
0,@MissterRay take lots of pics bro i wanna see &amp; have fun..umma make me a new facebook I'm pissed Igotta find all 2500 of my friends again 
0,Has managed to waste most of the day watching motorsport on tv. Needs to do some work now 
4,@JuicyCass So We Gotta Make Dat Happen 
4,"@KimBlairwitch Yep, that was Bolebroke. Certainly fascinating, if a little uneventful! And no, I'm not keen on trance mediumship either "
4,@paulmsmith #drupal all the way 
4,@KalanMusic Have a great time at the Jays game !  You sure deserve the time off after all the hard work you've been putting in lately !
4,"Getting ready for yet another job interview... this time, it looks promising, but so did the last two...anyway third is the charm "
4,@moonfrye Here's a clip from the first episode. Awww. 
4,"Woah! 86 followers, Thanks "
4,really looking forward to the sat's tomorrow...not. seaside afterwards should make up for the four hours of torture 
4,@lesserdevil Thanks!  I'll check it out! 
0,doing laundry . . .  ugh 
4,Grad = Sad // BUT i nvr cried  proud of myself.
0,@emrldmyst23 What's wrong? 
0,@lettresperdues I haven't seen it.  but I loved her in nick &amp; norah's.  and good job smarty pants. hahahaaaaa
0,@ShakeMYPolaroid but when I went outside you were gone 
4,@Candacebure good for you!!! Ahaaha 
4,OMG I got a grande coffee and a grande latte for free just now!  I just paid for a coffee cake. A stranger bought the latte for me.
4,Longview!  
0,I just had a layer to solve on my rubix cube but then I accidentally messed it all up. 
4,"@Aloemilk I still want a daisy with Anna's name.  It would be very meaningful, special. "
4,today dad bought this frkn HUGGEEE sony bravia tv. but YAY it means i get the old mediuism still big tv 
4,Happy mothers day all my moms  yall deserve a month not jus a day..
0,"Looks like I might have been wrong - All is I see Amazon releasing the mods to GPL code they use, not the actual Kindle source. "
4,"rainy day, i'm getting starving, dream of hot tea with noodle "
0,@agatogata revisinyaaa... external harddisk ku diilangin si aris  #macbook rusak
4,@oneluvimport23 hey! thanks!  I'm having fun out here!
4,@tiny1877 Oh no! I guess I'm officially a big nerd now. I heard the movie is great even if you don't like Trek... and I do 
4,coffee is good for our health. 
0,i woke up without a hangover... now i've got one  not fair!
0,i wish i could order wines/sake/beer online... that's one of those things I hate about utah 
0,@meganistkrieg crap i just got your tweet and my mom already left  but having sex with me is basically the same thing so....
4,"@Senilius_110 Oh, enjoy your new job. Good luck "
4,WIN!!! USA 2 other guys 1                  
4,"@luqmanhakim it is okay. and besides, you wanted to see it on someone, why not be you.  and kau tahu la siape. si maya karin la."
0, this suks xboxlive is dwn
0,wow  the first time in a while i worked so hard on homework.
0,@samicappola i dropped it and it was stepped on it multiple times.  kben :]
0,"relaxing..had to go to driving school today  YUCK...just logged on for the first time today,gonna start a post in a few.."
0,Awake in the middle of sleep..such a bummer 
0,last ever school photos today  At least they were good ones
0,"I need this pain to ease enough to sleep tonight!! Think perhaps  all my recent activity catching up with me?? I can't sit, stand, lie  "
0,I wish I was vacationing in Singapore right now. 
4,@gypsyroadhog lol can't remember what i said? lol I like subo so no probs but on the night Diversity for me 
0,@Somaya_Reece  I tried to nominate you on that twitter hotee thing but I dunno how  
4,says good evening.  http://plurk.com/p/ozc6m
0,@b_club How in the world are you? I miss you !  
4,I'LL BE FREE TOMORROW  still got CAS tho.
4,Made dinner for my honey...  he's the best i've ever had
0,@jokes337  Clean Me!
4,@rosevitetta u guys will be able to win dannys wet tshirt contest. u go girls  have fun!
0,"@dorizinn No, people were confused by the whole BPB thing and NewTimesBrowardPalmBeach is too long for Twitter "
4,"@yo_cakeeater oooh, I'll certainly try "
4,@pimpjuic3 o hai. I miss you. A lot. I'll be home soon to talk to you. I hope you're having fun with whatever you're doing 
0,Omg! Twitter is so spammy right now! Search for reboot11 and you know what I mean  #RB11
0,@jlcaro What do you mean deactivated? Is it opt-out rather than opt-in? I just got 2 direct messages with the same text  http://tr.im/mZyR
0,"Brain says &quot;sleep,&quot; body says &quot;play,&quot; I say &quot;fuck you, body, it's nap time.&quot; But that's not how it works, really. "
0,Bracing myself for a long n tiring day 
4,I love how i can spot eriks bumperless so easily now. 
4,@yorkshirenick38 yeah i have a habit of changing my pic this is my fave...im feeling a bit weak...need tlc tonight  xx
0,"so, this pretty much sucks, the guy i like i only get to see at school, and summers almost here. so, i pretty much have to give up, sh!t. "
0,zzz time. Just wish my love could B nxt 2 me 
4,@SU2C Awe thanks @SU2C I love you I recently bought merch to give away for the B4C event 
4,@_CrC_ mornin.. I'm enjoying a beautiful morning here in Phoenix. not too bad out yet 
0,lmao i miss him  lol his name was jake :pp i think... ahha
4,@monnie and you look super pertty!! 
0,@BlowhornOz so i must learn again...unhappily  have a nice day!!!
4,@K8tMartin 
0,@Southie69 @jenandnita @no_surprises @beantownlovin I go tn bed and you come out to play 
4,@JadeSkylar YAY August will be the best ever. I'm going to the anaheim &amp; Nokia one. Plus 2 Jonas concerts 
4,I am looking forward to AT&amp;T Uverse arriving today. 
0,Without the sex bots I have considerably less followers. 
4,@weloism  IKR!  Casper was such a hit.
0,watching my favorite show muneca brava...i hate this episode 
0,"making rice for dinner, hopefully taking the kids to the park/pool. trying to find glasses to buy. "
4,posted pics from @DavidArchie 's and David Cooks Concert here in Manila on my facebook account  Loved them ;) 'specially @DavidArchie 
4,One more #familyforce5  LOL goodnight.
4,Just getting to work.... Mondays are always the worst.... Its okay though 3 more days and my vacation begins.... 
0,@djleft aint shit Left! I'm looking for a new spot but can't find anything 
0,is bored again  ....always haha joke
0,@ichigosoda I'm so jealous! You are by the ocean so you guys have awesome beaches! We only have lakes. 
4,@StephCyrus09 Cool!  i love it!
4,"@gruppox everton. Not as horrid as Chelsea, and then at least we went out to the winners "
0,Feel like a sissy for skipping out on my morning run.  
4,Waking up in vegas - @katyperry .she's freakin awesome 
4,"OOC:  If you want to play Neelix for the Voyager RP group, DM me and I can get you in touch with the RPG coordinator.  "
4,No Boundaries - Kris Allen. I love that song. 
4,My dads cooking+sunshine= heaven 
4,You should totally be at the core right now for an awesome concert! 
0,still so poorly. mum made me lie down for a while but it was doing me no good at all 
4,only 4 days of school left (not including weekends) actually no not even 4 more like 3 and 1/2 the last 3 days of scool are half days 
0,I miss home already .. 
0,@StormyStephen no.  i send u a pic of pickles!!! 
4,@backstreetboys Finally! 'Backstreet Time' doesn't stink so much anymore now - lol. I loved when Brian started singing about Howie!!!! 
4,@elavrov Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
4,@susarto @ratmando Thanks for the Follow Friday love!  &lt;3
4,@MLMpressive thanks for following me  i've just followed you back.
0,"It's sad when you're sitting on the sofa, swaddled in your quilt, watching Ready Steady Cook "
4,"@rocketandroll yeah, it's another slow song. it's amazing how much their sound has changed. i also like, 'What Did I Do To Your Heart'. "
4,@predominant Indeed. I am dreaming of that for some time now. This would make a good apple tablet/netbook &quot;thing&quot; 
4,"@cwrite101 of course! LOVE joan- bet she has a lot of fab stories. not sure i could handle a night on the town w/ aubrey, but def. lunch "
4,"lol, a moggy with over 500,000 followers  Cats are, as we all know, selfish and self-centered. Purrrfect to be celebs "
0,The monsoon killed my spray tan..... 
0,"@reviewerx aw, how come? what's up? "
0,RIP David Carradine: We will miss you Grass Hopper  Ninjas Suck!
4,"@sherwoodben for you, yes! Why because you're a Survivor! "
0,i'm upset it's almost over 
4,@PanNORA thank you &lt;3 
0,"Hanging out in travelers' circles is rough sometimes..you meet the most beautiful girl ever, but, she's flying back east in 3 hours "
0,.. bah.. this computer is soooo slow.. I think I'm going to bed.. and I think the hot weather is not helping (maybe is worsing this!) 
0,@ mileycyrus: man it sounds like you had a rough night  i'm sorry. Hope ya get some sleep soon!
0,mariners lost  what was Ichiro thinking with that throw to home?!
0,"Ugh, after spending the night at peoples houses so much, just being at my house alone is rrreeeaaallllyyyy lame! "
0,"@AdamBien good luck. An me waiting that they are online, can't be in #JavaONE this year "
4,"@oxsamxo I had one from my phone, I will put one up in a second. "
0,"1 load ea. in washer, in dryer, folded. Bed made. Dressed 2 shoes. Packed breakfast but not lunch  @ work @THEFLYLADY #flylady"
4,@caitliness The rest of the night was fantastic fun! The Love Buckles rocked with @Aaron_Perkins going particularly rock-star 
0, guess it's gonna be a lonely night for me.. Someone save me please!
4,on hold to talk to @ItsChelseaStaub 
4,oh the new yoko track got me gettin' down and lovin' it. and i'm chatting with hl. perfect!!! 
4,"http://bit.ly/aFs64  enough said, bye bye going to Britney tomorrow! "
4,watching Maury 
0,@jmunsell jenny! i hope the little guy gets to feeling better! poor mama. 
0,I think since i moved i'm getting worse at rock band... 
4,@tomkrcha Are you there now... im not arriving until tonight 
4,It's fancy dinner night! dressing up and going out to eat with lora and @mystibh! 
0,mothers day makes me feel worthless 
0,@himynameismegn  but but... but.... AHHH *cries emo tears*
4,says CCC POrtal will be released in 2010  Mabuhay CCC'ians! http://plurk.com/p/xuauc
4,That was the most fun I've had in a while.... 
0,Im bored   -musiic[BOX]
0,I don't want to go to 6 and 1/2 street I wanna go to a real party 
4,"Vote Goal 10, help me win goal of the month  http://tinyurl.com/dlrcqk"
4,i get to go clothes shopping in the city on Thursday big budget style =D .... if ur around ladies help me pick stuff 
0,my last day in my old school 
4,"@Nolatcher going to Amanda's softball game at 1. Other than that, no clue. "
0,"WTF is up with the weather? can i get some late Spring/Summer sun and heat please? and this humidity shit, my body hates it. i miss Miami "
4,I survived the stupid family party 
4,conked off to sleep n jus woke up... slept waaay too much today..!! feels real gud..! 
0,"ohdog, I hate webmastering sometimes "
4,"@alderina banged deh  I've tried, a double shot and a triple shot within a day and my whole body shaking badly"
0,Ladies! Why does a thong cost more than a normal underwear? It contains less material! 
0,Is really wishing her kidneys would stop bothering her 
0,"@geehall1 Mate, you're pumping out a mindblowing number of great links these, but I kind of miss your old &quot;conversational tweeter&quot; style "
0,Now I have to leave the movie and work  I'm not fond of modern world.. at all
0,I stink at painting my own nails 
0,@_Mykii I know  I need her.
4,home finally! good to be back in LA 
4,OMG NEW MOON LOOKS SOOOOOOOOOOOOOOOOOOOOOO GOOD I CANT WAIT UNTIL NOVEMBER 
0,@birdesigns Are you OK? Why home from work two days in a row? 
4,@gabehabe it's probably the heat.  Hose them down 
0,"@birdfinger2ya  i should have txt msgd u. get your sleep man, i know it's been a crazy week. you're going to carabana, right?"
4,"Getting up for work is a drag some days... Alright, you got me, it flat out sucks.  I miss the days when I could sleep till noon "
4,is in a stupid training for the whole day... is lucky to have a laptop and is tweeting happily 
4,"@lilkayNY LOL yep. and to my surprise, I have no idea who 3 of them are. lol step your game up "
4,Decode - Paramore     &lt;3            Loving it 
0,My ice pack melted all over me last night..  i'm still miserable. How can i get my nails done when a cant lift my arm?
4,@howarddbear it was FANIMATION. gosh. Famintion. Famintion is a minimal and Isnt even worth a f*kn mention. 
4,@AmyChatterton Couldn't take my eyes off you. 
4,Such a rock out sesh in my car!!!! 
0,@HuniB ugh.. I said the same thing! :| she said EFF* US! haha .not funny tho. 
0,@jamie_oliver http://twitpic.com/6uklh - as I am ravenously hungry this is a really cruel picture 
4,@thenextwriter Had dinner with three of your group blog people tonight.  
4,@gabirapuano Hi Gabi! Anytime!! Love your blips! 
0,"@JenniferStirlin 5 yass!!!! lol, no one cares to follow me "
0,At a family grad party. So. Many. Drinks. 
4,ohai. back from tesco's. current mood=bored. WHY IS IT SOOOO HOT. i need a fan! or an air conditioning unit!! lets chat! 
0,I can't fucking concentrate with this damn heat!  Cooler is so not doing it's job.  
4,is finishing up studying and thinking about going to bed. @bwadykstra is coming to visit me in two weeks! SO EXCITED! 
4,@MsTeagan I AM marrying you.  Not just planning it silly.  I wouldn't have this ring finger tattoo if I wasn't.  I do keep my word 
0,@JaYdOtHollA lol. . .word? The corner? That's some new shit huh.. 
0,"Supposed to be giving blood today, but can't    Migraine yesterday, still  a bit headachy today = no seeing the vampires  "
4,Art Museum 
4,This was like fighting thru dungeons full of monsters to get all the set items together. Hmmï¿½ thinking about playing WoW again sometime. 
4,@Jayde_Nicole chicken fried by zac brown 
4,"@HartHanson Hi Mr Hanson      Eric sent me an autograph (what a lovely kiddo), hehe.. so can I get your autograph too? Please? =D?"
4,@acidicice That's great. How did you meet them? 
4,Gonna call tess again tonite 
4,"At the top of the online project management tools bracket, ProjectSpaces stands alone "
4,@FranklinJonas Frankie is the shiznit  &lt;3
0,is sick and tired of Blender. Why oh why must my tank shells fall through my plane 
0,"@MissLauraxxx yep!!they are sooo fast,im never gonna tame them!and they now hate each other "
0,@theREALgbaby...my throat hurts like a bitch..happens every time I smoke..fack. 
0,"Talking to Tabitha poor sisi  I should become a therapist... I listen to peoples problems day and night. Well, I guess that makes me a ..."
4,Going to Hannah  Bonana Fofanna Hannahs  gonna be oo much fun .Got the new game!Game of Life..oo Kcool.i cant wait to play it . so excited
4,"@kungfucat Absolutely! I travel light, so there's always room. "
0,@AshleeKilynn I totally tried searching for you!! You're unfindable!! 
0,Saw Obsessed tonight and it was garbage. Saw Myst came out tonight and would like to download it... if I had the money 
0,"@NikkiHotness lol layin down, def not in party mode im OD sick now "
4,"@soniasonyasonja stop putting me on blast, i might b miserable but i get a kick at putting extra ingredients in smoothies. "
4,@fleric and @flippingcass i told u guys. U already got an adopted mother for today! JOoOoOY! 
4,MetroPCS was at the Haitian Day Parade in Brooklyn last weekend.  Photos up at our Facebook page.  Make a friend of MetroPCSNY 
0,Awwwww zoey is scared of the storm 
0,Mornington! Dis rain got me ready to stay in bed 
4,"watched Skins for about three hours, so now i can go to bed...goodnight twitter! "
0,holding it down @ work. have da duty blues 
4,"#SFA @samcarterrules yeah I'm fine, waiting for the rest of the European Sanctuary fans to wake up!! "
4,@patriciaco When's the checking of sections? 
4,getting my haircut after i finish work tomorrow afternoon  I'll have to look for some hair dye while I'm at work too.
0,"Boingo connected without fuss this time, but it's slower'n snail piss...    (MDW, Food Count between Concourses A and B)"
0,@nopenkeren curang!! curang! curang!!! lo ikut gue ajaaa liputan!!!!!!! masih jam 8 nihhh.. hiks 
0,I had a bad dream and there's no one to hold me and comfort me!!! 
4,Hello everybody. Good morning. 
4,"OK. OK. I get it now!! Thanks! I'm nodding, smiling, and LISTENING!!! Thanks for clueing me in... my wife is going to be VERY grateful! "
4,@Sazchik Station link is www.nationrockradio.com I'm not on until 7pm tonight. The loop will probably running now as Station is in the US 
0,ughh this is blowin miness 
0,Have you ever had one of those days where you just felt like crying...that's how I feel right now 
4,@Barsala i so LOVEEEEE madila lake also 
0, Im gonna miss those kiddy winks *sigh*
4,@Gilroab ...Thank You... 
4,"@MGiraudOfficial Matt, do you still keep that pet snake of yours? Tot I heard someone say you have 1. Any other pets? Post pics pls? "
4,@wyrm11268 That makes me real happy! If she can leave feedback on etsy I would appreciate it! 
4,@dylpickles  you read my mind.  i made biscotti! 
